"Tarih","Şimdi","Açılış","Yüksek","Düşük","Fark %"
"25.04.2012","-12,68","-12,68","-12,68","-12,68","2,01%"
"24.04.2012","-12,43","-12,43","-12,43","-12,43","1,72%"
"23.04.2012","-12,22","-12,22","-12,22","-12,22","-2,32%"
"20.04.2012","-12,51","-12,51","-12,51","-12,51","-0,95%"
"19.04.2012","-12,63","-12,63","-12,63","-12,63","0,16%"
"18.04.2012","-12,61","-12,61","-12,61","-12,61","-1,02%"
"17.04.2012","-12,74","-12,74","-12,74","-12,74","2,00%"
"16.04.2012","-12,49","-12,49","-12,49","-12,49","0,16%"
"13.04.2012","-12,47","-12,47","-12,47","-12,47","-0,95%"
"12.04.2012","-12,59","-12,59","-12,59","-12,59","1,86%"
"11.04.2012","-12,36","-12,36","-12,36","-12,36","1,06%"
"10.04.2012","-12,23","-12,23","-12,23","-12,23","-5,05%"
"09.04.2012","-12,88","-12,88","-12,88","-12,88","-1,53%"
"06.04.2012","-13,08","-13,08","-13,08","-13,08","-0,08%"
"05.04.2012","-13,09","-13,09","-13,09","-13,09","-0,38%"
"04.04.2012","-13,14","-13,14","-13,14","-13,14","-0,23%"
"03.04.2012","-13,17","-13,17","-13,17","-13,17","-0,30%"
"02.04.2012","-13,21","-13,21","-13,21","-13,21","0,53%"
"30.03.2012","-13,14","-13,14","-13,14","-13,14","0,00%"
"29.03.2012","-13,14","-13,14","-13,14","-13,14","-3,24%"
"28.03.2012","-13,58","-13,58","-13,58","-13,58","-0,66%"
"27.03.2012","-13,67","-13,67","-13,67","-13,67","-0,36%"
"26.03.2012","-13,72","-13,72","-13,72","-13,72","1,11%"
"23.03.2012","-13,57","-13,57","-13,57","-13,57","-0,88%"
"22.03.2012","-13,69","-13,69","-13,69","-13,69","-1,86%"
"21.03.2012","-13,95","-13,95","-13,95","-13,95","-0,14%"
"20.03.2012","-13,97","-13,97","-13,97","-13,97","-1,55%"
"19.03.2012","-14,19","-14,19","-14,19","-14,19","5,50%"
"16.03.2012","-13,45","-13,45","-13,45","-13,45","1,74%"
"15.03.2012","-13,22","-13,22","-13,22","-13,22","-0,68%"
"14.03.2012","-13,31","-13,31","-13,31","-13,31","0,38%"
"13.03.2012","-13,26","-13,26","-13,26","-13,26","1,45%"
"12.03.2012","-13,07","-13,07","-13,07","-13,07","0,15%"
"09.03.2012","-13,05","-13,05","-13,05","-13,05","0,69%"
"08.03.2012","-12,96","-12,96","-12,96","-12,96","3,51%"
"07.03.2012","-12,52","-12,52","-12,52","-12,52","0,89%"
"06.03.2012","-12,41","-12,41","-12,41","-12,41","-3,05%"
"05.03.2012","-12,80","-12,80","-12,80","-12,80","0,23%"
"02.03.2012","-12,77","-12,77","-12,77","-12,77","1,27%"
"01.03.2012","-12,61","-12,61","-12,61","-12,61","3,79%"
"29.02.2012","-12,15","-12,15","-12,15","-12,15","0,16%"
"28.02.2012","-12,13","-12,13","-12,13","-12,13","2,28%"
"27.02.2012","-11,86","-11,86","-11,86","-11,86","-1,82%"
"24.02.2012","-12,08","-12,08","-12,08","-12,08","-0,17%"
"23.02.2012","-12,10","-12,10","-12,10","-12,10","0,83%"
"22.02.2012","-12,00","-12,00","-12,00","-12,00","0,33%"
"21.02.2012","-11,96","-11,96","-11,96","-11,96","3,19%"
"20.02.2012","-11,59","-11,59","-11,59","-11,59","0,26%"
"17.02.2012","-11,56","-11,56","-11,56","-11,56","5,47%"
"16.02.2012","-10,96","-10,96","-10,96","-10,96","-1,17%"
"15.02.2012","-11,09","-11,09","-11,09","-11,09","-1,07%"
"14.02.2012","-11,21","-11,21","-11,21","-11,21","0,36%"
"13.02.2012","-11,17","-11,17","-11,17","-11,17","0,36%"
"10.02.2012","-11,13","-11,13","-11,13","-11,13","-2,54%"
"09.02.2012","-11,42","-11,42","-11,42","-11,42","-0,44%"
"08.02.2012","-11,47","-11,47","-11,47","-11,47","0,35%"
"07.02.2012","-11,43","-11,43","-11,43","-11,43","-0,35%"
"06.02.2012","-11,47","-11,47","-11,47","-11,47","-1,12%"
"03.02.2012","-11,60","-11,60","-11,60","-11,60","2,56%"
"02.02.2012","-11,31","-11,31","-11,31","-11,31","0,09%"
"01.02.2012","-11,30","-11,30","-11,30","-11,30","6,60%"
"31.01.2012","-10,60","-10,60","-10,60","-10,60","1,53%"
"30.01.2012","-10,44","-10,44","-10,44","-10,44","-2,25%"
"27.01.2012","-10,68","-10,68","-10,68","-10,68","-0,28%"
"26.01.2012","-10,71","-10,71","-10,71","-10,71","5,73%"
"25.01.2012","-10,13","-10,13","-10,13","-10,13","1,00%"
"24.01.2012","-10,03","-10,03","-10,03","-10,03","2,45%"
"23.01.2012","-9,79","-9,79","-9,79","-9,79","3,93%"
"20.01.2012","-9,42","-9,42","-9,42","-9,42","2,50%"
"19.01.2012","-9,19","-9,19","-9,19","-9,19","9,67%"
"18.01.2012","-8,38","-8,38","-8,38","-8,38","-1,99%"
"17.01.2012","-8,55","-8,55","-8,55","-8,55","0,35%"
"16.01.2012","-8,52","-8,52","-8,52","-8,52","0,59%"
"13.01.2012","-8,47","-8,47","-8,47","-8,47","-3,09%"
"12.01.2012","-8,74","-8,74","-8,74","-8,74","2,46%"
"11.01.2012","-8,53","-8,53","-8,53","-8,53","6,49%"
"10.01.2012","-8,01","-8,01","-8,01","-8,01","7,09%"
"09.01.2012","-7,48","-7,48","-7,48","-7,48","-4,83%"
"06.01.2012","-7,86","-7,86","-7,86","-7,86","-3,56%"
"05.01.2012","-8,15","-8,15","-8,15","-8,15","-9,54%"
"04.01.2012","-9,01","-9,01","-9,01","-9,01","-9,72%"
"03.01.2012","-9,98","-9,98","-9,98","-9,98","-0,50%"
"02.01.2012","-10,03","-10,03","-10,03","-10,03","0,20%"
"30.12.2011","-10,01","-10,01","-10,01","-10,01","0,30%"
"29.12.2011","-9,98","-9,98","-9,98","-9,98","-1,48%"
"28.12.2011","-10,13","-10,13","-10,13","-10,13","-1,36%"
"27.12.2011","-10,27","-10,27","-10,27","-10,27","-0,10%"
"26.12.2011","-10,28","-10,28","-10,28","-10,28","0,29%"
"23.12.2011","-10,25","-10,25","-10,25","-10,25","-0,87%"
"22.12.2011","-10,34","-10,34","-10,34","-10,34","0,00%"
"21.12.2011","-10,34","-10,34","-10,34","-10,34","1,47%"
"20.12.2011","-10,19","-10,19","-10,19","-10,19","1,09%"
"19.12.2011","-10,08","-10,08","-10,08","-10,08","3,28%"
"16.12.2011","-9,76","-9,76","-9,76","-9,76","0,10%"
"15.12.2011","-9,75","-9,75","-9,75","-9,75","-1,22%"
"14.12.2011","-9,87","-9,87","-9,87","-9,87","-2,37%"
"12.12.2011","-10,11","-10,11","-10,11","-10,11","-4,71%"
"09.12.2011","-10,61","-10,61","-10,61","-10,61","-1,30%"
"08.12.2011","-10,75","-10,75","-10,75","-10,75","-4,95%"
"07.12.2011","-11,31","-11,31","-11,31","-11,31","-1,31%"
"06.12.2011","-11,46","-11,46","-11,46","-11,46","-3,13%"
"05.12.2011","-11,83","-11,83","-11,83","-11,83","7,84%"
"02.12.2011","-10,97","-10,97","-10,97","-10,97","2,14%"
"01.12.2011","-10,74","-10,74","-10,74","-10,74","3,17%"
"30.11.2011","-10,41","-10,41","-10,41","-10,41","14,90%"
"29.11.2011","-9,06","-9,06","-9,06","-9,06","-0,11%"
"28.11.2011","-9,07","-9,07","-9,07","-9,07","14,52%"
"25.11.2011","-7,92","-7,92","-7,92","-7,92","-9,07%"
"24.11.2011","-8,71","-8,71","-8,71","-8,71","0,35%"
"23.11.2011","-8,68","-8,68","-8,68","-8,68","-5,96%"
"22.11.2011","-9,23","-9,23","-9,23","-9,23","-3,35%"
"21.11.2011","-9,55","-9,55","-9,55","-9,55","-7,82%"
"18.11.2011","-10,36","-10,36","-10,36","-10,36","0,10%"
"17.11.2011","-10,35","-10,35","-10,35","-10,35","-4,61%"
"16.11.2011","-10,85","-10,85","-10,85","-10,85","0,46%"
"15.11.2011","-10,80","-10,80","-10,80","-10,80","-5,26%"
"14.11.2011","-11,40","-11,40","-11,40","-11,40","-1,04%"
"11.11.2011","-11,52","-11,52","-11,52","-11,52","0,35%"
"10.11.2011","-11,48","-11,48","-11,48","-11,48","-0,43%"
"09.11.2011","-11,53","-11,53","-11,53","-11,53","-5,72%"
"08.11.2011","-12,23","-12,23","-12,23","-12,23","-0,24%"
"07.11.2011","-12,26","-12,26","-12,26","-12,26","-1,45%"
"04.11.2011","-12,44","-12,44","-12,44","-12,44","0,00%"
"03.11.2011","-12,44","-12,44","-12,44","-12,44","2,89%"
"02.11.2011","-12,09","-12,09","-12,09","-12,09","1,51%"
"01.11.2011","-11,91","-11,91","-11,91","-11,91","-6,15%"
"31.10.2011","-12,69","-12,69","-12,69","-12,69","-0,86%"
"28.10.2011","-12,80","-12,80","-12,80","-12,80","-0,31%"
"27.10.2011","-12,84","-12,84","-12,84","-12,84","14,03%"
"26.10.2011","-11,26","-11,26","-11,26","-11,26","1,35%"
"25.10.2011","-11,11","-11,11","-11,11","-11,11","-1,68%"
"24.10.2011","-11,30","-11,30","-11,30","-11,30","1,35%"
"21.10.2011","-11,15","-11,15","-11,15","-11,15","2,48%"
"20.10.2011","-10,88","-10,88","-10,88","-10,88","-7,40%"
"19.10.2011","-11,75","-11,75","-11,75","-11,75","-3,37%"
"18.10.2011","-12,16","-12,16","-12,16","-12,16","-3,18%"
"17.10.2011","-12,56","-12,56","-12,56","-12,56","3,04%"
"14.10.2011","-12,19","-12,19","-12,19","-12,19","1,16%"
"13.10.2011","-12,05","-12,05","-12,05","-12,05","-0,41%"
"12.10.2011","-12,10","-12,10","-12,10","-12,10","9,30%"
"11.10.2011","-11,07","-11,07","-11,07","-11,07","1,75%"
"10.10.2011","-10,88","-10,88","-10,88","-10,88","2,45%"
"07.10.2011","-10,62","-10,62","-10,62","-10,62","0,00%"
"06.10.2011","-10,62","-10,62","-10,62","-10,62","6,31%"
"05.10.2011","-9,99","-9,99","-9,99","-9,99","11,12%"
"04.10.2011","-8,99","-8,99","-8,99","-8,99","-6,84%"
"03.10.2011","-9,65","-9,65","-9,65","-9,65","-2,72%"
"30.09.2011","-9,92","-9,92","-9,92","-9,92","-5,43%"
"29.09.2011","-10,49","-10,49","-10,49","-10,49","2,04%"
"28.09.2011","-10,28","-10,28","-10,28","-10,28","0,98%"
"27.09.2011","-10,18","-10,18","-10,18","-10,18","19,62%"
"26.09.2011","-8,51","-8,51","-8,51","-8,51","-10,52%"
"23.09.2011","-9,51","-9,51","-9,51","-9,51","-6,76%"
"22.09.2011","-10,20","-10,20","-10,20","-10,20","-10,84%"
"21.09.2011","-11,44","-11,44","-11,44","-11,44","-2,72%"
"20.09.2011","-11,76","-11,76","-11,76","-11,76","-2,00%"
"19.09.2011","-12,00","-12,00","-12,00","-12,00","2,30%"
"16.09.2011","-11,73","-11,73","-11,73","-11,73","1,38%"
"15.09.2011","-11,57","-11,57","-11,57","-11,57","3,03%"
"14.09.2011","-11,23","-11,23","-11,23","-11,23","-1,66%"
"13.09.2011","-11,42","-11,42","-11,42","-11,42","0,44%"
"12.09.2011","-11,37","-11,37","-11,37","-11,37","-4,61%"
"09.09.2011","-11,92","-11,92","-11,92","-11,92","-6,14%"
"08.09.2011","-12,70","-12,70","-12,70","-12,70","1,44%"
"07.09.2011","-12,52","-12,52","-12,52","-12,52","3,99%"
"06.09.2011","-12,04","-12,04","-12,04","-12,04","-3,68%"
"05.09.2011","-12,50","-12,50","-12,50","-12,50","-0,16%"
"02.09.2011","-12,52","-12,52","-12,52","-12,52","-1,65%"
"01.09.2011","-12,73","-12,73","-12,73","-12,73","0,71%"
"31.08.2011","-12,64","-12,64","-12,64","-12,64","3,95%"
"30.08.2011","-12,16","-12,16","-12,16","-12,16","1,84%"
"29.08.2011","-11,94","-11,94","-11,94","-11,94","0,76%"
"26.08.2011","-11,85","-11,85","-11,85","-11,85","-0,42%"
"25.08.2011","-11,90","-11,90","-11,90","-11,90","1,10%"
"24.08.2011","-11,77","-11,77","-11,77","-11,77","-2,08%"
"23.08.2011","-12,02","-12,02","-12,02","-12,02","-3,45%"
"22.08.2011","-12,45","-12,45","-12,45","-12,45","-2,05%"
"19.08.2011","-12,71","-12,71","-12,71","-12,71","0,08%"
"18.08.2011","-12,70","-12,70","-12,70","-12,70","-3,64%"
"17.08.2011","-13,18","-13,18","-13,18","-13,18","6,29%"
"16.08.2011","-12,40","-12,40","-12,40","-12,40","-0,48%"
"15.08.2011","-12,46","-12,46","-12,46","-12,46","4,71%"
"12.08.2011","-11,90","-11,90","-11,90","-11,90","6,06%"
"11.08.2011","-11,22","-11,22","-11,22","-11,22","-4,67%"
"10.08.2011","-11,77","-11,77","-11,77","-11,77","-3,45%"
"09.08.2011","-12,19","-12,19","-12,19","-12,19","-4,32%"
"08.08.2011","-12,74","-12,74","-12,74","-12,74","-5,91%"
"05.08.2011","-13,54","-13,54","-13,54","-13,54","-4,92%"
"04.08.2011","-14,24","-14,24","-14,24","-14,24","-3,46%"
"03.08.2011","-14,75","-14,75","-14,75","-14,75","-1,54%"
"02.08.2011","-14,98","-14,98","-14,98","-14,98","-0,33%"
"01.08.2011","-15,03","-15,03","-15,03","-15,03","0,54%"
"29.07.2011","-14,95","-14,95","-14,95","-14,95","-1,84%"
"28.07.2011","-15,23","-15,23","-15,23","-15,23","0,86%"
"27.07.2011","-15,10","-15,10","-15,10","-15,10","1,48%"
"26.07.2011","-14,88","-14,88","-14,88","-14,88","0,07%"
"25.07.2011","-14,87","-14,87","-14,87","-14,87","-2,30%"
"22.07.2011","-15,22","-15,22","-15,22","-15,22","-1,04%"
"21.07.2011","-15,38","-15,38","-15,38","-15,38","1,52%"
"20.07.2011","-15,15","-15,15","-15,15","-15,15","1,07%"
"19.07.2011","-14,99","-14,99","-14,99","-14,99","1,22%"
"18.07.2011","-14,81","-14,81","-14,81","-14,81","-1,86%"
"15.07.2011","-15,09","-15,09","-15,09","-15,09","-0,26%"
"14.07.2011","-15,13","-15,13","-15,13","-15,13","-0,66%"
"13.07.2011","-15,23","-15,23","-15,23","-15,23","2,28%"
"12.07.2011","-14,89","-14,89","-14,89","-14,89","0,00%"
"11.07.2011","-14,89","-14,89","-14,89","-14,89","-4,24%"
"08.07.2011","-15,55","-15,55","-15,55","-15,55","-0,64%"
"07.07.2011","-15,65","-15,65","-15,65","-15,65","0,58%"
"06.07.2011","-15,56","-15,56","-15,56","-15,56","-1,83%"
"05.07.2011","-15,85","-15,85","-15,85","-15,85","-0,94%"
"04.07.2011","-16,00","-16,00","-16,00","-16,00","0,31%"
"01.07.2011","-15,95","-15,95","-15,95","-15,95","0,63%"
"30.06.2011","-15,85","-15,85","-15,85","-15,85","1,34%"
"29.06.2011","-15,64","-15,64","-15,64","-15,64","1,10%"
"28.06.2011","-15,47","-15,47","-15,47","-15,47","1,71%"
"27.06.2011","-15,21","-15,21","-15,21","-15,21","-1,23%"
"24.06.2011","-15,40","-15,40","-15,40","-15,40","-0,45%"
"23.06.2011","-15,47","-15,47","-15,47","-15,47","-3,43%"
"22.06.2011","-16,02","-16,02","-16,02","-16,02","-1,23%"
"21.06.2011","-16,22","-16,22","-16,22","-16,22","1,82%"
"20.06.2011","-15,93","-15,93","-15,93","-15,93","3,44%"
"17.06.2011","-15,40","-15,40","-15,40","-15,40","0,59%"
"16.06.2011","-15,31","-15,31","-15,31","-15,31","-1,80%"
"15.06.2011","-15,59","-15,59","-15,59","-15,59","-1,27%"
"14.06.2011","-15,79","-15,79","-15,79","-15,79","0,83%"
"13.06.2011","-15,66","-15,66","-15,66","-15,66","-0,45%"
"10.06.2011","-15,73","-15,73","-15,73","-15,73","-1,38%"
"09.06.2011","-15,95","-15,95","-15,95","-15,95","-0,93%"
"08.06.2011","-16,10","-16,10","-16,10","-16,10","-0,56%"
"07.06.2011","-16,19","-16,19","-16,19","-16,19","0,81%"
"06.06.2011","-16,06","-16,06","-16,06","-16,06","0,50%"
"03.06.2011","-15,98","-15,98","-15,98","-15,98","0,69%"
"02.06.2011","-15,87","-15,87","-15,87","-15,87","-0,06%"
"01.06.2011","-15,88","-15,88","-15,88","-15,88","-0,56%"
"31.05.2011","-15,97","-15,97","-15,97","-15,97","0,69%"
"30.05.2011","-15,86","-15,86","-15,86","-15,86","-0,06%"
"27.05.2011","-15,87","-15,87","-15,87","-15,87","0,13%"
"26.05.2011","-15,85","-15,85","-15,85","-15,85","-0,38%"
"25.05.2011","-15,91","-15,91","-15,91","-15,91","-0,81%"
"24.05.2011","-16,04","-16,04","-16,04","-16,04","0,31%"
"23.05.2011","-15,99","-15,99","-15,99","-15,99","-1,54%"
"20.05.2011","-16,24","-16,24","-16,24","-16,24","-0,92%"
"19.05.2011","-16,39","-16,39","-16,39","-16,39","0,18%"
"18.05.2011","-16,36","-16,36","-16,36","-16,36","0,18%"
"17.05.2011","-16,33","-16,33","-16,33","-16,33","-0,37%"
"16.05.2011","-16,39","-16,39","-16,39","-16,39","0,37%"
"13.05.2011","-16,33","-16,33","-16,33","-16,33","-0,37%"
"12.05.2011","-16,39","-16,39","-16,39","-16,39","-1,27%"
"11.05.2011","-16,60","-16,60","-16,60","-16,60","-0,78%"
"10.05.2011","-16,73","-16,73","-16,73","-16,73","0,90%"
"09.05.2011","-16,58","-16,58","-16,58","-16,58","-1,84%"
"06.05.2011","-16,89","-16,89","-16,89","-16,89","0,36%"
"05.05.2011","-16,83","-16,83","-16,83","-16,83","-1,00%"
"04.05.2011","-17,00","-17,00","-17,00","-17,00","-0,29%"
"03.05.2011","-17,05","-17,05","-17,05","-17,05","0,18%"
"02.05.2011","-17,02","-17,02","-17,02","-17,02","0,00%"
"29.04.2011","-17,02","-17,02","-17,02","-17,02","-0,18%"
"28.04.2011","-17,05","-17,05","-17,05","-17,05","1,01%"
"27.04.2011","-16,88","-16,88","-16,88","-16,88","0,60%"
"26.04.2011","-16,78","-16,78","-16,78","-16,78","0,00%"
"25.04.2011","-16,78","-16,78","-16,78","-16,78","0,06%"
"22.04.2011","-16,77","-16,77","-16,77","-16,77","-0,18%"
"21.04.2011","-16,80","-16,80","-16,80","-16,80","0,00%"
"20.04.2011","-16,80","-16,80","-16,80","-16,80","0,60%"
"19.04.2011","-16,70","-16,70","-16,70","-16,70","0,91%"
"18.04.2011","-16,55","-16,55","-16,55","-16,55","-2,36%"
"15.04.2011","-16,95","-16,95","-16,95","-16,95","0,24%"
"14.04.2011","-16,91","-16,91","-16,91","-16,91","-1,05%"
"13.04.2011","-17,09","-17,09","-17,09","-17,09","0,35%"
"12.04.2011","-17,03","-17,03","-17,03","-17,03","-1,16%"
"11.04.2011","-17,23","-17,23","-17,23","-17,23","-0,75%"
"08.04.2011","-17,36","-17,36","-17,36","-17,36","-0,12%"
"07.04.2011","-17,38","-17,38","-17,38","-17,38","-0,40%"
"06.04.2011","-17,45","-17,45","-17,45","-17,45","1,39%"
"05.04.2011","-17,21","-17,21","-17,21","-17,21","-0,12%"
"04.04.2011","-17,23","-17,23","-17,23","-17,23","1,59%"
"01.04.2011","-16,96","-16,96","-16,96","-16,96","2,05%"
"31.03.2011","-16,62","-16,62","-16,62","-16,62","0,79%"
"30.03.2011","-16,49","-16,49","-16,49","-16,49","0,61%"
"29.03.2011","-16,39","-16,39","-16,39","-16,39","-1,21%"
"28.03.2011","-16,59","-16,59","-16,59","-16,59","-0,42%"
"25.03.2011","-16,66","-16,66","-16,66","-16,66","0,00%"
"24.03.2011","-16,66","-16,66","-16,66","-16,66","0,54%"
"23.03.2011","-16,57","-16,57","-16,57","-16,57","-0,24%"
"21.03.2011","-16,61","-16,61","-16,61","-16,61","1,10%"
"18.03.2011","-16,43","-16,43","-16,43","-16,43","5,39%"
"17.03.2011","-15,59","-15,59","-15,59","-15,59","0,32%"
"16.03.2011","-15,54","-15,54","-15,54","-15,54","-1,40%"
"15.03.2011","-15,76","-15,76","-15,76","-15,76","-1,31%"
"14.03.2011","-15,97","-15,97","-15,97","-15,97","0,57%"
"11.03.2011","-15,88","-15,88","-15,88","-15,88","-0,25%"
"10.03.2011","-15,92","-15,92","-15,92","-15,92","0,06%"
"09.03.2011","-15,91","-15,91","-15,91","-15,91","0,32%"
"08.03.2011","-15,86","-15,86","-15,86","-15,86","0,83%"
"07.03.2011","-15,73","-15,73","-15,73","-15,73","0,51%"
"04.03.2011","-15,65","-15,65","-15,65","-15,65","0,90%"
"03.03.2011","-15,51","-15,51","-15,51","-15,51","2,04%"
"02.03.2011","-15,20","-15,20","-15,20","-15,20","-0,26%"
"01.03.2011","-15,24","-15,24","-15,24","-15,24","-0,13%"
"28.02.2011","-15,26","-15,26","-15,26","-15,26","0,26%"
"25.02.2011","-15,22","-15,22","-15,22","-15,22","0,53%"
"24.02.2011","-15,14","-15,14","-15,14","-15,14","0,13%"
"23.02.2011","-15,12","-15,12","-15,12","-15,12","-0,98%"
"22.02.2011","-15,27","-15,27","-15,27","-15,27","-0,59%"
"21.02.2011","-15,36","-15,36","-15,36","-15,36","-0,13%"
"18.02.2011","-15,38","-15,38","-15,38","-15,38","-0,45%"
"17.02.2011","-15,45","-15,45","-15,45","-15,45","-0,77%"
"16.02.2011","-15,57","-15,57","-15,57","-15,57","0,58%"
"15.02.2011","-15,48","-15,48","-15,48","-15,48","-0,64%"
"14.02.2011","-15,58","-15,58","-15,58","-15,58","-1,39%"
"11.02.2011","-15,80","-15,80","-15,80","-15,80","-0,50%"
"10.02.2011","-15,88","-15,88","-15,88","-15,88","-2,10%"
"09.02.2011","-16,22","-16,22","-16,22","-16,22","-0,61%"
"08.02.2011","-16,32","-16,32","-16,32","-16,32","-0,31%"
"07.02.2011","-16,37","-16,37","-16,37","-16,37","1,24%"
"04.02.2011","-16,17","-16,17","-16,17","-16,17","0,56%"
"03.02.2011","-16,08","-16,08","-16,08","-16,08","-1,83%"
"02.02.2011","-16,38","-16,38","-16,38","-16,38","-0,43%"
"01.02.2011","-16,45","-16,45","-16,45","-16,45","3,13%"
"31.01.2011","-15,95","-15,95","-15,95","-15,95","0,25%"
"28.01.2011","-15,91","-15,91","-15,91","-15,91","-4,27%"
"27.01.2011","-16,62","-16,62","-16,62","-16,62","-1,54%"
"26.01.2011","-16,88","-16,88","-16,88","-16,88","-0,88%"
"25.01.2011","-17,03","-17,03","-17,03","-17,03","-0,76%"
"24.01.2011","-17,16","-17,16","-17,16","-17,16","1,12%"
"21.01.2011","-16,97","-16,97","-16,97","-16,97","0,06%"
"20.01.2011","-16,96","-16,96","-16,96","-16,96","-1,40%"
"19.01.2011","-17,20","-17,20","-17,20","-17,20","-0,52%"
"18.01.2011","-17,29","-17,29","-17,29","-17,29","0,23%"
"17.01.2011","-17,25","-17,25","-17,25","-17,25","0,00%"
"14.01.2011","-17,25","-17,25","-17,25","-17,25","-0,81%"
"13.01.2011","-17,39","-17,39","-17,39","-17,39","-0,34%"
"12.01.2011","-17,45","-17,45","-17,45","-17,45","2,35%"
"11.01.2011","-17,05","-17,05","-17,05","-17,05","1,07%"
"10.01.2011","-16,87","-16,87","-16,87","-16,87","-1,86%"
"07.01.2011","-17,19","-17,19","-17,19","-17,19","-1,55%"
"06.01.2011","-17,46","-17,46","-17,46","-17,46","-1,02%"
"05.01.2011","-17,64","-17,64","-17,64","-17,64","-0,79%"
"04.01.2011","-17,78","-17,78","-17,78","-17,78","1,83%"
"03.01.2011","-17,46","-17,46","-17,46","-17,46","-0,06%"
"31.12.2010","-17,47","-17,47","-17,47","-17,47","-0,11%"
"30.12.2010","-17,49","-17,49","-17,49","-17,49","-0,11%"
"29.12.2010","-17,51","-17,51","-17,51","-17,51","-0,23%"
"28.12.2010","-17,55","-17,55","-17,55","-17,55","0,57%"
"27.12.2010","-17,45","-17,45","-17,45","-17,45","0,17%"
"24.12.2010","-17,42","-17,42","-17,42","-17,42","-0,40%"
"23.12.2010","-17,49","-17,49","-17,49","-17,49","-0,11%"
"22.12.2010","-17,51","-17,51","-17,51","-17,51","-0,06%"
"21.12.2010","-17,52","-17,52","-17,52","-17,52","-0,28%"
"20.12.2010","-17,57","-17,57","-17,57","-17,57","2,81%"
"17.12.2010","-17,09","-17,09","-17,09","-17,09","-0,81%"
"16.12.2010","-17,23","-17,23","-17,23","-17,23","-1,09%"
"15.12.2010","-17,42","-17,42","-17,42","-17,42","-0,57%"
"14.12.2010","-17,52","-17,52","-17,52","-17,52","-0,23%"
"13.12.2010","-17,56","-17,56","-17,56","-17,56","0,92%"
"10.12.2010","-17,40","-17,40","-17,40","-17,40","-0,74%"
"09.12.2010","-17,53","-17,53","-17,53","-17,53","-1,13%"
"08.12.2010","-17,73","-17,73","-17,73","-17,73","0,17%"
"07.12.2010","-17,70","-17,70","-17,70","-17,70","0,63%"
"06.12.2010","-17,59","-17,59","-17,59","-17,59","0,40%"
"03.12.2010","-17,52","-17,52","-17,52","-17,52","2,34%"
"02.12.2010","-17,12","-17,12","-17,12","-17,12","1,54%"
"01.12.2010","-16,86","-16,86","-16,86","-16,86","2,74%"
"30.11.2010","-16,41","-16,41","-16,41","-16,41","-1,91%"
"29.11.2010","-16,73","-16,73","-16,73","-16,73","-1,99%"
"26.11.2010","-17,07","-17,07","-17,07","-17,07","-1,44%"
"25.11.2010","-17,32","-17,32","-17,32","-17,32","-0,12%"
"24.11.2010","-17,34","-17,34","-17,34","-17,34","0,17%"
"23.11.2010","-17,31","-17,31","-17,31","-17,31","-1,48%"
"17.11.2010","-17,57","-17,57","-17,57","-17,57","1,27%"
"16.11.2010","-17,35","-17,35","-17,35","-17,35","-2,58%"
"15.11.2010","-17,81","-17,81","-17,81","-17,81","0,23%"
"12.11.2010","-17,77","-17,77","-17,77","-17,77","0,23%"
"11.11.2010","-17,73","-17,73","-17,73","-17,73","-1,06%"
"10.11.2010","-17,92","-17,92","-17,92","-17,92","-1,70%"
"09.11.2010","-18,23","-18,23","-18,23","-18,23","-0,38%"
"08.11.2010","-18,30","-18,30","-18,30","-18,30","-1,82%"
"05.11.2010","-18,64","-18,64","-18,64","-18,64","0,11%"
"04.11.2010","-18,62","-18,62","-18,62","-18,62","2,42%"
"03.11.2010","-18,18","-18,18","-18,18","-18,18","0,50%"
"02.11.2010","-18,09","-18,09","-18,09","-18,09","0,00%"
"01.11.2010","-18,09","-18,09","-18,09","-18,09","0,72%"
"29.10.2010","-17,96","-17,96","-17,96","-17,96","-0,17%"
"28.10.2010","-17,99","-17,99","-17,99","-17,99","0,33%"
"27.10.2010","-17,93","-17,93","-17,93","-17,93","-0,11%"
"26.10.2010","-17,95","-17,95","-17,95","-17,95","-0,11%"
"25.10.2010","-17,97","-17,97","-17,97","-17,97","1,13%"
"22.10.2010","-17,77","-17,77","-17,77","-17,77","-0,78%"
"21.10.2010","-17,91","-17,91","-17,91","-17,91","0,56%"
"20.10.2010","-17,81","-17,81","-17,81","-17,81","-0,56%"
"19.10.2010","-17,91","-17,91","-17,91","-17,91","-0,83%"
"18.10.2010","-18,06","-18,06","-18,06","-18,06","0,33%"
"15.10.2010","-18,00","-18,00","-18,00","-18,00","-0,28%"
"14.10.2010","-18,05","-18,05","-18,05","-18,05","-0,82%"
"13.10.2010","-18,20","-18,20","-18,20","-18,20","3,23%"
"12.10.2010","-17,63","-17,63","-17,63","-17,63","0,28%"
"11.10.2010","-17,58","-17,58","-17,58","-17,58","0,17%"
"08.10.2010","-17,55","-17,55","-17,55","-17,55","0,57%"
"07.10.2010","-17,45","-17,45","-17,45","-17,45","0,40%"
"06.10.2010","-17,38","-17,38","-17,38","-17,38","1,22%"
"05.10.2010","-17,17","-17,17","-17,17","-17,17","2,20%"
"04.10.2010","-16,80","-16,80","-16,80","-16,80","0,00%"
"01.10.2010","-16,80","-16,80","-16,80","-16,80","0,54%"
