"Tarih","Şimdi","Açılış","Yüksek","Düşük","Fark %"
"15.05.2020","620,24","620,24","620,24","620,24","2,44%"
"14.05.2020","605,44","605,44","620,12","605,44","-2,15%"
"13.05.2020","618,75","618,75","618,75","605,45","0,00%"
"12.05.2020","618,75","618,75","618,75","590,61","-3,79%"
"11.05.2020","643,15","643,15","643,15","628,84","0,00%"
"08.05.2020","643,15","643,15","643,33","643,15","3,94%"
"07.05.2020","618,75","618,75","642,30","618,75","5,63%"
"06.05.2020","585,75","585,75","618,53","585,75","-1,44%"
"05.05.2020","594,30","594,30","594,30","585,65","0,00%"
"04.05.2020","594,30","594,30","600,00","594,30","4,08%"
"01.05.2020","571,02","571,02","604,93","571,02","0,00%"
"30.04.2020","571,02","571,02","571,02","570,92","-1,26%"
"29.04.2020","578,29","578,29","578,29","570,77","0,00%"
"28.04.2020","578,29","578,29","584,78","578,29","-2,79%"
"27.04.2020","594,90","594,90","594,90","578,54","-0,76%"
"24.04.2020","599,47","599,47","599,47","594,67","-0,77%"
"23.04.2020","604,15","604,15","604,15","599,24","1,66%"
"22.04.2020","594,30","594,30","604,29","594,30","0,00%"
"21.04.2020","594,30","594,30","613,50","594,30","-4,67%"
"20.04.2020","623,40","623,40","623,40","594,23","3,19%"
"17.04.2020","604,15","604,15","623,55","604,15","0,00%"
"16.04.2020","604,15","604,15","623,41","604,15","11,78%"
"15.04.2020","540,50","540,50","603,39","540,50","-8,99%"
"14.04.2020","593,92","593,92","593,92","545,50","13,87%"
"13.04.2020","521,56","521,56","521,63","521,56","25,74%"
"10.04.2020","414,79","414,79","521,58","414,79","-30,16%"
"09.04.2020","593,92","593,92","593,92","521,13","-3,42%"
"08.04.2020","614,95","614,95","614,95","593,67","-5,67%"
"07.04.2020","651,91","651,91","651,91","615,60","1,48%"
"06.04.2020","642,42","642,42","652,30","642,42","8,21%"
"03.04.2020","593,67","593,67","641,87","593,67","43,13%"
"02.04.2020","414,79","414,79","593,67","414,79","-23,26%"
"01.04.2020","540,50","540,50","583,83","540,50","30,31%"
"31.03.2020","414,79","414,79","540,56","414,79","0,00%"
"30.03.2020","414,79","414,79","545,42","414,79","0,00%"
"27.03.2020","414,79","414,79","486,92","414,79","-19,63%"
"26.03.2020","516,12","516,12","516,12","414,58","0,00%"
"25.03.2020","516,12","516,12","516,12","467,89","-6,23%"
"24.03.2020","550,41","550,41","550,41","517,11","-5,48%"
"23.03.2020","582,30","582,30","582,30","549,64","0,00%"
"20.03.2020","582,30","582,30","582,30","510,03","-0,64%"
"19.03.2020","586,08","586,08","586,08","575,75","15,22%"
"18.03.2020","508,66","508,66","586,73","508,66","-2,06%"
"17.03.2020","519,38","0,00","0,00","0,00","13,80%"
"16.03.2020","456,41","0,00","0,00","0,00","-6,69%"
"13.03.2020","489,12","0,00","0,00","0,00","13,03%"
"12.03.2020","432,75","0,00","0,00","0,00","6,14%"
"11.03.2020","407,70","0,00","0,00","0,00","-1,70%"
"10.03.2020","414,76","0,00","0,00","0,00","8,68%"
"09.03.2020","381,63","0,00","0,00","0,00","15,38%"
"06.03.2020","330,75","0,00","0,00","0,00","2,51%"
"05.03.2020","322,66","0,00","0,00","0,00","-2,52%"
"04.03.2020","331,00","0,00","0,00","0,00","-7,75%"
"03.03.2020","358,79","0,00","0,00","0,00","-2,53%"
"02.03.2020","368,09","0,00","0,00","0,00","14,08%"
"28.02.2020","322,65","0,00","0,00","0,00","5,72%"
"27.02.2020","305,18","0,00","0,00","0,00","1,06%"
"26.02.2020","301,98","0,00","0,00","0,00","0,44%"
"25.02.2020","300,67","0,00","0,00","0,00","6,37%"
"24.02.2020","282,66","0,00","0,00","0,00","-1,08%"
"21.02.2020","285,74","0,00","0,00","0,00","7,72%"
"20.02.2020","265,26","0,00","0,00","0,00","3,83%"
"19.02.2020","255,47","0,00","0,00","0,00","-1,84%"
"18.02.2020","260,25","0,00","0,00","0,00","-1,16%"
"17.02.2020","263,30","0,00","0,00","0,00","-0,71%"
"14.02.2020","265,19","0,00","0,00","0,00","0,00%"
"13.02.2020","265,19","0,00","0,00","0,00","-2,58%"
"12.02.2020","272,20","0,00","0,00","0,00","-1,40%"
"11.02.2020","276,06","0,00","0,00","0,00","7,67%"
"10.02.2020","256,40","0,00","0,00","0,00","7,39%"
"07.02.2020","238,75","0,00","0,00","0,00","0,81%"
"06.02.2020","236,83","0,00","0,00","0,00","0,00%"
"05.02.2020","236,82","0,00","0,00","0,00","-1,63%"
"04.02.2020","240,75","0,00","0,00","0,00","1,03%"
"03.02.2020","238,29","0,00","0,00","0,00","-0,60%"
"31.01.2020","239,72","0,00","0,00","0,00","1,69%"
"30.01.2020","235,74","0,00","0,00","0,00","0,42%"
"29.01.2020","234,75","0,00","0,00","0,00","-3,98%"
"28.01.2020","244,48","0,00","0,00","0,00","3,38%"
"27.01.2020","236,49","0,00","0,00","0,00","-0,88%"
"24.01.2020","238,59","0,00","0,00","0,00","0,84%"
"23.01.2020","236,60","0,00","0,00","0,00","-3,60%"
"22.01.2020","245,44","0,00","0,00","0,00","-0,34%"
"21.01.2020","246,28","0,00","0,00","0,00","-0,02%"
"20.01.2020","246,34","0,00","0,00","0,00","1,20%"
"17.01.2020","243,43","0,00","0,00","0,00","-1,58%"
"16.01.2020","247,34","0,00","0,00","0,00","-5,23%"
"15.01.2020","260,99","0,00","0,00","0,00","0,00%"
"14.01.2020","260,99","0,00","0,00","0,00","-3,24%"
"13.01.2020","269,74","0,00","0,00","0,00","0,37%"
"10.01.2020","268,75","0,00","0,00","0,00","-1,77%"
"09.01.2020","273,59","0,00","0,00","0,00","-2,33%"
"08.01.2020","280,13","0,00","0,00","0,00","-0,78%"
"07.01.2020","282,34","0,00","0,00","0,00","1,10%"
"06.01.2020","279,28","0,00","0,00","0,00","3,62%"
"03.01.2020","269,52","0,00","0,00","0,00","-3,18%"
"02.01.2020","278,37","0,00","0,00","0,00","0,00%"
"01.01.2020","278,37","0,00","0,00","0,00","-0,01%"
"31.12.2019","278,40","0,00","0,00","0,00","0,03%"
"30.12.2019","278,33","0,00","0,00","0,00","-0,35%"
"27.12.2019","279,30","0,00","0,00","0,00","-0,01%"
"26.12.2019","279,34","0,00","0,00","0,00","0,00%"
"25.12.2019","279,33","0,00","0,00","0,00","-0,31%"
"24.12.2019","280,20","0,00","0,00","0,00","-0,01%"
"23.12.2019","280,22","0,00","0,00","0,00","-0,36%"
"20.12.2019","281,22","0,00","0,00","0,00","-0,33%"
"19.12.2019","282,14","0,00","0,00","0,00","0,69%"
"18.12.2019","280,22","0,00","0,00","0,00","-1,36%"
"17.12.2019","284,08","0,00","0,00","0,00","-1,71%"
"16.12.2019","289,03","0,00","0,00","0,00","-1,99%"
"13.12.2019","294,90","0,00","0,00","0,00","-2,54%"
"12.12.2019","302,58","0,00","0,00","0,00","0,02%"
"11.12.2019","302,53","0,00","0,00","0,00","-0,01%"
"10.12.2019","302,56","0,00","0,00","0,00","-0,08%"
"09.12.2019","302,80","0,00","0,00","0,00","-1,18%"
"06.12.2019","306,43","0,00","0,00","0,00","-1,87%"
"05.12.2019","312,27","0,00","0,00","0,00","-1,85%"
"04.12.2019","318,16","0,00","0,00","0,00","2,21%"
"03.12.2019","311,27","0,00","0,00","0,00","-0,65%"
"02.12.2019","313,30","0,00","0,00","0,00","-0,89%"
"29.11.2019","316,12","0,00","0,00","0,00","0,03%"
"28.11.2019","316,04","-8,21","-8,21","-8,21","-0,60%"
"27.11.2019","317,94","-8,21","-8,21","-8,21","4,44%"
"26.11.2019","304,41","-8,64","-8,64","-8,64","1,29%"
"25.11.2019","300,52","-8,81","-8,81","-8,81","-0,97%"
"22.11.2019","303,46","-9,07","-9,07","-9,07","-0,26%"
"21.11.2019","304,24","-8,94","-8,94","-8,94","0,99%"
"20.11.2019","301,25","-8,93","-8,93","-8,93","0,92%"
"19.11.2019","298,50","-9,01","-9,01","-9,01","-1,59%"
"18.11.2019","303,33","-9,19","-9,19","-9,19","-1,30%"
"15.11.2019","307,31","-8,98","-8,98","-8,98","-0,59%"
"14.11.2019","309,13","-8,75","-8,75","-8,75","-0,32%"
"13.11.2019","310,13","-8,64","-8,64","-8,64","-0,58%"
"12.11.2019","311,93","-8,64","-8,64","-8,64","0,01%"
"11.11.2019","311,89","-8,55","-8,55","-8,55","-0,01%"
"08.11.2019","311,91","-8,55","-8,55","-8,55","-3,30%"
"07.11.2019","322,56","-8,64","-8,64","-8,64","-0,60%"
"06.11.2019","324,50","-8,08","-8,08","-8,08","-0,33%"
"05.11.2019","325,56","-7,97","-7,97","-7,97","-1,49%"
"04.11.2019","330,49","-7,95","-7,95","-7,95","0,03%"
"01.11.2019","330,40","-7,71","-7,71","-7,71","0,60%"
"31.10.2019","328,44","-7,68","-7,68","-7,68","0,04%"
"30.10.2019","328,30","-7,79","-7,79","-7,79","2,39%"
"29.10.2019","320,63","-7,83","-7,83","-7,83","-3,21%"
"28.10.2019","331,27","-8,19","-8,19","-8,19","-5,50%"
"25.10.2019","350,54","-7,58","-7,58","-7,58","-1,90%"
"24.10.2019","357,34","-6,79","-6,79","-6,79","-5,38%"
"23.10.2019","377,67","-6,47","-6,47","-6,47","-1,06%"
"22.10.2019","381,70","-5,58","-5,58","-5,58","3,42%"
"21.10.2019","369,07","-5,31","-5,31","-5,31","-2,54%"
"18.10.2019","378,69","-5,92","-5,92","-5,92","-3,21%"
"17.10.2019","391,25","-5,37","-5,37","-5,37","1,03%"
"16.10.2019","387,26","-4,90","-4,90","-4,90","-4,09%"
"15.10.2019","403,76","-5,01","-5,01","-5,01","5,03%"
"14.10.2019","384,43","-4,32","-4,32","-4,32","-0,53%"
"11.10.2019","386,46","-5,17","-5,17","-5,17","1,86%"
"10.10.2019","379,41","-4,95","-4,95","-4,95","2,05%"
"09.10.2019","371,78","-5,42","-5,42","-5,42","1,83%"
"08.10.2019","365,11","-5,74","-5,74","-5,74","2,93%"
"07.10.2019","354,71","-6,16","-6,16","-6,16","-0,69%"
"04.10.2019","357,17","-6,68","-6,68","-6,68","-0,78%"
"03.10.2019","359,97","-6,60","-6,60","-6,60","1,59%"
"02.10.2019","354,33","-6,31","-6,31","-6,31","1,36%"
"01.10.2019","349,56","-6,71","-6,71","-6,71","-0,83%"
"30.09.2019","352,47","-6,92","-6,92","-6,92","-2,13%"
"27.09.2019","360,15","-6,78","-6,78","-6,78","-3,10%"
"26.09.2019","371,67","-6,37","-6,37","-6,37","-0,00%"
"25.09.2019","371,68","-5,84","-5,84","-5,84","0,24%"
"24.09.2019","370,78","-5,90","-5,90","-5,90","0,28%"
"23.09.2019","369,75","-5,79","-5,79","-5,79","-0,37%"
"20.09.2019","371,14","-5,84","-5,84","-5,84","0,43%"
"19.09.2019","369,56","-6,20","-6,20","-6,20","-0,79%"
"18.09.2019","372,49","-5,46","-5,46","-5,46","0,59%"
"17.09.2019","370,29","-5,33","-5,33","-5,33","-1,00%"
"16.09.2019","374,02","-5,43","-5,43","-5,43","-0,09%"
"13.09.2019","374,35","-5,22","-5,22","-5,22","-4,04%"
"12.09.2019","390,10","-5,25","-5,25","-5,25","0,29%"
"11.09.2019","388,96","-4,60","-4,60","-4,60","1,77%"
"10.09.2019","382,20","-4,62","-4,62","-4,62","0,80%"
"09.09.2019","379,18","-4,93","-4,93","-4,93","1,91%"
"06.09.2019","372,08","-5,11","-5,11","-5,11","-1,38%"
"05.09.2019","377,28","-5,34","-5,34","-5,34","-4,42%"
"04.09.2019","394,72","-5,16","-5,16","-5,16","-6,54%"
"03.09.2019","422,34","-4,37","-4,37","-4,37","0,05%"
"02.09.2019","422,15","-3,33","-3,33","-3,33","0,21%"
"30.08.2019","421,27","-3,27","-3,27","-3,27","-0,01%"
"29.08.2019","421,32","-3,14","-3,14","-3,14","0,00%"
"28.08.2019","421,32","-3,23","-3,23","-3,23","2,41%"
"27.08.2019","411,41","-3,43","-3,43","-3,43","0,10%"
"26.08.2019","410,98","-3,68","-3,68","-3,68","0,81%"
"23.08.2019","407,67","-3,77","-3,77","-3,77","1,01%"
"22.08.2019","403,58","-3,79","-3,79","-3,79","-0,76%"
"21.08.2019","406,69","-3,95","-3,95","-3,95","-1,65%"
"20.08.2019","413,50","-3,93","-3,93","-3,93","0,00%"
"19.08.2019","413,50","-4,33","-4,33","-4,33","0,00%"
"16.08.2019","413,50","-3,98","-3,98","-3,98","1,01%"
"15.08.2019","409,36","-3,72","-3,72","-3,72","5,53%"
"14.08.2019","387,92","-3,87","-3,87","-3,87","-2,70%"
"13.08.2019","398,68","-4,61","-4,61","-4,61","5,45%"
"12.08.2019","378,08","-4,35","-4,35","-4,35","1,32%"
"09.08.2019","373,14","-5,16","-5,16","-5,16","-0,13%"
"08.08.2019","373,62","-5,40","-5,40","-5,40","4,26%"
"07.08.2019","358,34","-5,07","-5,07","-5,07","-7,27%"
"06.08.2019","386,44","-4,87","-4,87","-4,87","4,95%"
"05.08.2019","368,20","-4,82","-4,82","-4,82","2,75%"
"02.08.2019","358,34","-5,51","-5,51","-5,51","1,26%"
"01.08.2019","353,87","-5,95","-5,95","-5,95","1,74%"
"31.07.2019","347,82","-6,19","-6,19","-6,19","0,88%"
"30.07.2019","344,78","-6,55","-6,55","-6,55","-0,53%"
"29.07.2019","346,61","-6,64","-6,64","-6,64","-1,16%"
"26.07.2019","350,67","-6,54","-6,54","-6,54","-1,36%"
"25.07.2019","355,52","-6,37","-6,37","-6,37","-1,11%"
"24.07.2019","359,52","-6,16","-6,16","-6,16","-1,61%"
"23.07.2019","365,40","-6,01","-6,01","-6,01","-3,08%"
"22.07.2019","377,00","-5,68","-5,68","-5,68","-0,06%"
"19.07.2019","377,22","-5,71","-5,71","-5,71","0,06%"
"18.07.2019","377,00","-5,25","-5,25","-5,25","-0,06%"
"17.07.2019","377,21","-5,28","-5,28","-5,28","-5,87%"
"16.07.2019","400,73","-5,09","-5,09","-5,09","0,00%"
"15.07.2019","400,73","-4,64","-4,64","-4,64","1,75%"
"12.07.2019","393,84","-4,24","-4,24","-4,24","0,69%"
"11.07.2019","391,13","-4,52","-4,52","-4,52","0,27%"
"10.07.2019","390,06","-4,66","-4,66","-4,66","0,00%"
"09.07.2019","390,06","-4,73","-4,73","-4,73","4,86%"
"08.07.2019","371,98","-4,64","-4,64","-4,64","2,16%"
"05.07.2019","364,12","-5,49","-5,49","-5,49","-1,35%"
"04.07.2019","369,10","-5,84","-5,84","-5,84","1,11%"
"03.07.2019","365,07","-5,67","-5,67","-5,67","-7,59%"
"02.07.2019","395,04","-5,84","-5,84","-5,84","0,00%"
"01.07.2019","395,04","-5,84","-5,84","-5,84","0,00%"
"28.06.2019","395,04","-4,52","-4,52","-4,52","-3,30%"
"27.06.2019","408,51","-4,52","-4,52","-4,52","-0,64%"
"26.06.2019","411,14","-3,92","-3,92","-3,92","-3,73%"
"25.06.2019","427,06","-3,80","-3,80","-3,80","-2,90%"
"24.06.2019","439,82","-3,12","-3,12","-3,12","1,58%"
"21.06.2019","432,99","-2,59","-2,59","-2,59","1,31%"
"20.06.2019","427,39","-2,83","-2,83","-2,83","-7,38%"
"19.06.2019","461,43","-2,07","-2,07","-2,07","-3,58%"
"18.06.2019","478,58","-1,60","-1,60","-1,60","2,79%"
"17.06.2019","465,58","-0,91","-0,91","-0,91","0,00%"
"14.06.2019","465,58","-0,98","-0,98","-0,98","1,02%"
"13.06.2019","460,90","-1,45","-1,45","-1,45","-0,76%"
"12.06.2019","464,45","-1,64","-1,64","-1,64","1,36%"
"11.06.2019","458,23","-1,49","-1,49","-1,49","-2,09%"
"10.06.2019","468,01","-1,74","-1,74","-1,74","0,00%"
"07.06.2019","468,01","-1,46","-1,46","-1,46","1,47%"
"06.06.2019","461,21","-1,36","-1,36","-1,36","-4,71%"
"05.06.2019","484,02","-1,64","-1,64","-1,64","0,00%"
"04.06.2019","484,02","-1,28","-1,28","-1,28","0,80%"
"03.06.2019","480,17","-0,65","-0,65","-0,65","-1,39%"
"31.05.2019","486,96","-0,82","-0,82","-0,82","-5,09%"
"30.05.2019","513,05","-0,53","-0,53","-0,53","-0,12%"
"29.05.2019","513,66","0,62","0,62","0,62","-0,30%"
"28.05.2019","515,19","0,50","0,50","0,50","0,42%"
"27.05.2019","513,05","0,58","0,58","0,58","-0,42%"
"24.05.2019","515,19","0,58","0,58","0,58","1,87%"
"23.05.2019","505,71","0,62","0,62","0,62","4,29%"
"22.05.2019","484,90","0,03","0,03","0,03","0,74%"
"21.05.2019","481,33","-0,57","-0,57","-0,57","-0,43%"
"20.05.2019","483,43","-0,80","-0,80","-0,80","0,03%"
"17.05.2019","483,28","-0,70","-0,70","-0,70","-1,01%"
"16.05.2019","488,21","-0,49","-0,49","-0,49","0,88%"
"15.05.2019","483,97","-0,60","-0,60","-0,60","-0,70%"
"14.05.2019","487,37","-0,72","-0,72","-0,72","3,32%"
"13.05.2019","471,73","-0,29","-0,29","-0,29","-3,21%"
"10.05.2019","487,37","-0,71","-0,71","-0,71","3,32%"
"09.05.2019","471,73","-0,47","-0,47","-0,47","1,94%"
"08.05.2019","462,77","-1,25","-1,25","-1,25","6,88%"
"07.05.2019","433,00","-1,62","-1,62","-1,62","0,11%"
"06.05.2019","432,53","-2,90","-2,90","-2,90","-2,26%"
"03.05.2019","442,54","-2,89","-2,89","-2,89","1,61%"
"02.05.2019","435,54","-2,48","-2,48","-2,48","-2,42%"
"01.05.2019","446,33","-2,76","-2,76","-2,76","-0,88%"
"30.04.2019","450,29","-2,24","-2,24","-2,24","-1,09%"
"29.04.2019","455,27","-2,11","-2,11","-2,11","0,68%"
"26.04.2019","452,21","-1,86","-1,86","-1,86","4,00%"
"25.04.2019","434,83","-2,04","-2,04","-2,04","1,13%"
"24.04.2019","429,98","-2,84","-2,84","-2,84","0,49%"
"23.04.2019","427,90","-2,98","-2,98","-2,98","0,00%"
"22.04.2019","427,90","-3,05","-3,05","-3,05","0,00%"
"19.04.2019","427,90","-3,05","-3,05","-3,05","2,70%"
"18.04.2019","416,67","-3,06","-3,06","-3,06","-4,76%"
"17.04.2019","437,48","-3,65","-3,65","-3,65","-2,56%"
"16.04.2019","448,98","-2,68","-2,68","-2,68","-0,32%"
"15.04.2019","450,43","-2,15","-2,15","-2,15","0,50%"
"12.04.2019","448,21","-2,21","-2,21","-2,21","9,46%"
"11.04.2019","409,48","-2,90","-2,90","-2,90","1,52%"
"10.04.2019","403,33","-4,02","-4,02","-4,02","0,29%"
"09.04.2019","402,17","-4,24","-4,24","-4,24","4,15%"
"08.04.2019","386,15","-4,39","-4,39","-4,39","2,37%"
"05.04.2019","377,20","-5,05","-5,05","-5,05","-2,53%"
"04.04.2019","387,01","-5,41","-5,41","-5,41","-5,10%"
"03.04.2019","407,82","-4,75","-4,75","-4,75","6,18%"
"02.04.2019","384,09","-3,96","-3,96","-3,96","-8,36%"
"01.04.2019","419,12","-5,08","-5,08","-5,08","-7,17%"
"29.03.2019","451,50","-3,53","-3,53","-3,53","-3,71%"
"28.03.2019","468,92","-2,12","-2,12","-2,12","13,51%"
"27.03.2019","413,10","-1,46","-1,46","-1,46","2,21%"
"26.03.2019","404,18","-3,85","-3,85","-3,85","1,31%"
"25.03.2019","398,94","-4,42","-4,42","-4,42","13,63%"
"22.03.2019","351,09","-4,81","-4,81","-4,81","7,59%"
"21.03.2019","326,32","-6,94","-6,94","-6,94","1,77%"
"20.03.2019","320,64","-7,92","-7,92","-7,92","5,18%"
"19.03.2019","304,85","-8,85","-8,85","-8,85","-1,30%"
"18.03.2019","308,87","-8,15","-8,15","-8,15","-1,33%"
"15.03.2019","313,03","-7,99","-7,99","-7,99","-0,95%"
"14.03.2019","316,04","-7,80","-7,80","-7,80","-0,93%"
"13.03.2019","319,01","-7,72","-7,72","-7,72","-1,82%"
"12.03.2019","324,92","-7,58","-7,58","-7,58","-0,58%"
"11.03.2019","326,81","-7,30","-7,30","-7,30","1,24%"
"08.03.2019","322,80","-7,20","-7,20","-7,20","5,46%"
"07.03.2019","306,10","-7,42","-7,42","-7,42","-2,17%"
"06.03.2019","312,89","-7,82","-7,82","-7,82","0,98%"
"05.03.2019","309,85","-7,87","-7,87","-7,87","1,54%"
"04.03.2019","305,14","-8,00","-8,00","-8,00","1,60%"
"01.03.2019","300,32","-8,15","-8,15","-8,15","0,35%"
"28.02.2019","299,26","-8,42","-8,42","-8,42","-2,23%"
"27.02.2019","306,10","-8,44","-8,44","-8,44","-4,02%"
"26.02.2019","318,92","-8,15","-8,15","-8,15","0,00%"
"25.02.2019","318,92","-7,76","-7,76","-7,76","0,00%"
"22.02.2019","318,92","-7,76","-7,76","-7,76","2,85%"
"21.02.2019","310,08","-7,62","-7,62","-7,62","0,00%"
"20.02.2019","310,08","-7,75","-7,75","-7,75","0,03%"
"19.02.2019","309,98","-8,05","-8,05","-8,05","0,64%"
"18.02.2019","308,01","-8,02","-8,02","-8,02","-0,63%"
"15.02.2019","309,96","-8,09","-8,09","-8,09","1,26%"
"14.02.2019","306,09","-8,07","-8,07","-8,07","-1,28%"
"13.02.2019","310,05","-8,22","-8,22","-8,22","-2,34%"
"12.02.2019","317,49","-8,03","-8,03","-8,03","1,15%"
"11.02.2019","313,88","-7,71","-7,71","-7,71","2,90%"
"08.02.2019","305,03","-7,88","-7,88","-7,88","2,49%"
"07.02.2019","297,63","-8,30","-8,30","-8,30","1,84%"
"06.02.2019","292,25","-8,58","-8,58","-8,58","-4,17%"
"05.02.2019","304,98","-8,88","-8,88","-8,88","-0,34%"
"04.02.2019","306,03","-8,31","-8,31","-8,31","1,98%"
"01.02.2019","300,09","-8,27","-8,27","-8,27","-5,27%"
"31.01.2019","316,80","-8,58","-8,58","-8,58","-2,18%"
"30.01.2019","323,87","-7,84","-7,84","-7,84","-1,11%"
"29.01.2019","327,50","-7,53","-7,53","-7,53","4,00%"
"28.01.2019","314,90","-7,45","-7,45","-7,45","1,57%"
"25.01.2019","310,03","-7,88","-7,88","-7,88","-2,75%"
"24.01.2019","318,79","-8,02","-8,02","-8,02","-3,84%"
"23.01.2019","331,52","-7,67","-7,67","-7,67","1,84%"
"22.01.2019","325,52","-7,13","-7,13","-7,13","-0,60%"
"21.01.2019","327,50","-7,38","-7,38","-7,38","-5,13%"
"18.01.2019","345,22","-7,25","-7,25","-7,25","-1,78%"
"17.01.2019","351,47","-6,48","-6,48","-6,48","-3,69%"
"16.01.2019","364,93","-6,27","-6,27","-6,27","-2,64%"
"15.01.2019","374,84","-5,69","-5,69","-5,69","3,22%"
"14.01.2019","363,13","-5,22","-5,22","-5,22","-0,17%"
"11.01.2019","363,76","-5,60","-5,60","-5,60","0,84%"
"10.01.2019","360,74","-5,70","-5,70","-5,70","-1,15%"
"09.01.2019","364,92","-5,82","-5,82","-5,82","3,78%"
"08.01.2019","351,62","-5,72","-5,72","-5,72","-1,14%"
"07.01.2019","355,67","-6,13","-6,13","-6,13","-2,05%"
"04.01.2019","363,13","-6,05","-6,05","-6,05","0,64%"
"03.01.2019","360,83","-5,74","-5,74","-5,74","0,77%"
"02.01.2019","358,07","-5,90","-5,90","-5,90","0,02%"
"01.01.2019","358,01","-6,00","-6,00","-6,00","-0,01%"
"31.12.2018","358,04","-6,00","-6,00","-6,00","-0,29%"
"28.12.2018","359,08","-6,00","-6,00","-6,00","0,05%"
"27.12.2018","358,91","-5,98","-5,98","-5,98","0,04%"
"26.12.2018","358,75","-5,97","-5,97","-5,97","-0,05%"
"25.12.2018","358,93","-5,99","-5,99","-5,99","-5,19%"
"24.12.2018","378,56","-6,00","-6,00","-6,00","0,00%"
"21.12.2018","378,56","-5,98","-5,98","-5,98","-2,24%"
"20.12.2018","387,25","-6,07","-6,07","-6,07","2,30%"
"19.12.2018","378,56","-5,76","-5,76","-5,76","0,00%"
"18.12.2018","378,56","-5,45","-5,45","-5,45","0,00%"
"17.12.2018","378,56","-5,29","-5,29","-5,29","-2,24%"
"14.12.2018","387,25","-5,23","-5,23","-5,23","2,30%"
"13.12.2018","378,56","-5,19","-5,19","-5,19","0,00%"
"12.12.2018","378,56","-4,85","-4,85","-4,85","-2,24%"
"11.12.2018","387,25","-4,82","-4,82","-4,82","0,00%"
"10.12.2018","387,25","-4,69","-4,69","-4,69","2,30%"
"07.12.2018","378,56","-4,93","-4,93","-4,93","-2,24%"
"06.12.2018","387,25","-4,58","-4,58","-4,58","2,30%"
"05.12.2018","378,56","-4,88","-4,88","-4,88","0,00%"
"04.12.2018","378,56","-3,97","-3,97","-3,97","-0,89%"
"03.12.2018","381,95","-4,50","-4,50","-4,50","-1,37%"
"30.11.2018","387,25","-4,78","-4,78","-4,78","-1,47%"
"29.11.2018","393,01","-4,77","-4,77","-4,77","-2,51%"
"28.11.2018","403,12","-4,33","-4,33","-4,33","2,66%"
"27.11.2018","392,69","-3,97","-3,97","-3,97","0,22%"
"26.11.2018","391,84","-4,56","-4,56","-4,56","1,65%"
"23.11.2018","385,48","-4,53","-4,53","-4,53","1,05%"
"22.11.2018","381,47","-4,84","-4,84","-4,84","-2,80%"
"21.11.2018","392,45","-4,89","-4,89","-4,89","6,28%"
"20.11.2018","369,26","-4,54","-4,54","-4,54","0,84%"
"19.11.2018","366,18","-5,57","-5,57","-5,57","1,77%"
"16.11.2018","359,82","-5,69","-5,69","-5,69","-1,10%"
"15.11.2018","363,81","-5,81","-5,81","-5,81","-0,39%"
"14.11.2018","365,24","-5,83","-5,83","-5,83","1,00%"
"13.11.2018","361,64","-5,74","-5,74","-5,74","-0,83%"
"12.11.2018","364,65","-5,88","-5,88","-5,88","1,52%"
"09.11.2018","359,19","-5,82","-5,82","-5,82","1,91%"
"08.11.2018","352,47","-6,00","-6,00","-6,00","-2,02%"
"07.11.2018","359,72","-6,27","-6,27","-6,27","-2,65%"
"06.11.2018","369,51","-6,02","-6,02","-6,02","0,00%"
"05.11.2018","369,51","-5,88","-5,88","-5,88","-0,09%"
"02.11.2018","369,86","-5,58","-5,58","-5,58","-3,83%"
"01.11.2018","384,60","-5,05","-5,05","-5,05","1,89%"
"31.10.2018","377,45","-4,98","-4,98","-4,98","-0,65%"
"30.10.2018","379,92","-5,20","-5,20","-5,20","-2,52%"
"29.10.2018","389,73","-5,15","-5,15","-5,15","0,97%"
"26.10.2018","385,97","-4,74","-4,74","-4,74","-2,78%"
"25.10.2018","397,02","-4,87","-4,87","-4,87","0,00%"
"24.10.2018","397,02","-4,37","-4,37","-4,37","2,57%"
"23.10.2018","387,06","-4,32","-4,32","-4,32","-0,65%"
"22.10.2018","389,58","-4,79","-4,79","-4,79","0,64%"
"19.10.2018","387,12","-4,71","-4,71","-4,71","2,10%"
"18.10.2018","379,14","-4,91","-4,91","-4,91","-1,62%"
"17.10.2018","385,38","-5,13","-5,13","-5,13","0,00%"
"16.10.2018","385,38","-4,89","-4,89","-4,89","-2,48%"
"15.10.2018","395,19","-4,88","-4,88","-4,88","-3,10%"
"12.10.2018","407,83","-4,56","-4,56","-4,56","-1,00%"
"11.10.2018","411,95","-3,96","-3,96","-3,96","-0,68%"
"10.10.2018","414,78","-3,74","-3,74","-3,74","-0,64%"
"09.10.2018","417,45","-3,64","-3,64","-3,64","-0,12%"
"08.10.2018","417,94","-3,51","-3,51","-3,51","0,31%"
"05.10.2018","416,63","-3,57","-3,57","-3,57","4,78%"
"04.10.2018","397,62","-3,56","-3,56","-3,56","1,41%"
"03.10.2018","392,09","-4,47","-4,47","-4,47","4,00%"
"02.10.2018","377,01","-4,69","-4,69","-4,69","1,34%"
"01.10.2018","372,03","-5,42","-5,42","-5,42","1,98%"
"28.09.2018","364,79","-5,60","-5,60","-5,60","-2,00%"
"27.09.2018","372,22","-5,86","-5,86","-5,86","-0,61%"
"26.09.2018","374,50","-5,55","-5,55","-5,55","3,35%"
